@relation imdb-sentiment-2011-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V

@attribute Text String
@attribute reviewLaenge NUMERIC
@attribute satzZeichenAnzahl NUMERIC
@attribute informationsDichte NUMERIC
@attribute class-att {pos,neg}

@data
'good notstrong ',424,5,0.03537735849056604,pos
'notbetter notnotenough warm capable legendary touted perfectly notflee attack remarkable famous honor heroic like blinding bonus outbreak favor notappreciate allegations fulfillment achievement winning peace properly feisty conflict accurate lack painfully approval noble egotistical bombastic warm refusal commendable defeats extraordinary rational cheap perfectly lack grandeur vanity love loathe won good remarkable poor ',4851,25,0.08740465883323026,pos
'notexcellent appalling notbad poor dark notenough dont worry bad lack lead interesting died ridiculous problems lead 10 notnotkill good notlike suitable notnotnotnot10 ',1301,10,0.1291314373558801,neg
'enjoyed 2 excellent 2 great 2 enjoy unfortunately great recommend 3 ',1080,14,0.06296296296296296,pos
'obscure unlikely dumb unlikely amusing easiest better best free inevitably like fat needlessly loses best notinteresting impetuous afraid losing prefers struggled ',2156,18,0.07560296846011132,neg
'bizarre didnt hell boring hurts likes well missed ',487,8,0.1026694045174538,neg
'bad bad poor poor terrible waste well good badly ',294,16,0.16666666666666666,neg
'killer like like killer killer hell killer mystery notlike good like twist success dont waste hate perfectly good better twist shocked stealing successful excuse bad 1 2 3 sick 1/10 ',1360,27,0.1338235294117647,neg
'scariest dont hype laughably bad strange didnt blow work didnt didnt top hard dont frightening creepy unsettling didnt interesting dull right better ',1758,35,0.08475540386803185,neg
'better worth like dull dont important breaks indifferent struggle complex fallen love interesting flaw lack suicide worth ',2093,18,0.05828953655040611,neg
'7 like 10 like cry sad sad love miss cry well worth love 10/10 ',580,5,0.10862068965517241,pos
'didnt work lacked pretty good mad genius falls love ugly fell mad insane mad well insane evil didnt maniacal top clearly lead great better fanatic torture ',2167,20,0.07152745731425934,neg
'like ripoff die hard like overtaken disgruntled dont blow notblow threat bad good killed waste meltdown bothers worry die hard bad twist notbad enough wince magic works notsoothe joke afraid smart nice like wonder lack jittery indiscriminately randomly pretentious annoying cheap like bad cheesy scream work clear cheesy ',3915,49,0.08199233716475096,neg
'* worst dont ideally perfect good liked fun hang like good good like like notlike ',1179,24,0.06955046649703138,pos
'loved ineptitude well doubt ',456,13,0.06140350877192982,neg
'excellent delicate amazing awful hell ',727,9,0.052269601100412656,pos
'notboring extraordinarily fascinating notleading drags doubt patience succeeds like ',1243,12,0.06757843925985518,neg
'notright liked monster fearful memorable enjoyable nice nice cozy perfect relaxed well works greedy like worst bad maniac bad well perfect doubt classic ',1498,13,0.10213618157543392,pos
'losing good like lame jaded fiction bothered didnt quiet missed pleasant notblockbuster variety quiet plot powerfully complaint super right top wont plot lead master twist plot brilliant right ',1616,17,0.11943069306930693,pos
'unfortunately blind stumbles funny pretty dumb grin ashamed bad funny good wholesome fun good hate love didnt hate didnt like ',989,15,0.12740141557128412,neg
'pretty amazing wonder slowest fuzzy right problem fun enjoy well ',1080,12,0.06018518518518518,pos
'dawn golden backwoods pretty like burning dawn backwoods top heroine notsurvival notsurvival dawn perfect menacing like murder recommend backwoods fans like death not',1285,18,0.12918287937743192,pos
'proves doubt finest holy believable havoc murder nottop ',689,7,0.08127721335268505,pos
'sorry bad useless notkilled killed kill hurts humor good excessive good ruined killed crap ',860,22,0.1058139534883721,neg
'bad led interesting adventurous lacks nice wild unfortunate peril strained ',728,6,0.10302197802197802,neg
'cool wont fair enough recommend good decent pretty 7 ',537,6,0.09869646182495345,pos
'worse upset bad fails horrible inaccurate offensive worth like 6 ',1117,13,0.05819158460161146,neg
'worst skinny like stereotypical hot best ugly best nasty falls fall love bad like pinnacle best hot bad bitchy scary dont dont suffered ',1461,24,0.09308692676249145,neg
'awful notsorry limited brilliance secure enough boring painfully waste good shun fear enjoy promising abruptly great disintegrates pathetic joke horrible ridiculous nemesis like prison hard wrong like easiest productive joke plot rumor best stupid gloomy nothero knock distract wasting pretentious lowly ',2663,17,0.11415696582801352,neg
'wretched waste mystery brutal 3 deadly boring utterly terribly dull lost ',807,20,0.09045848822800495,neg
'fantastic humorous charm charisma first-rate entertaining fun awesome ',759,4,0.0922266139657444,pos
'plot good pretty pretty bad like brainless good notnotbad good hot great decent better enjoy awesome ',754,33,0.13395225464190982,neg
'like dont nice bad assassin good strange like problem notgood liked recommend ',725,7,0.10758620689655173,neg
'superbly top-notch talented vengeful assassin ingenuity unnecessary rival authentic better effortless wonderful wonder humour noises angel enjoyed perfect falls talented tension taut struggles redeem protection failure beautifully master indulge paranoid vanity good ',1724,14,0.15487238979118328,pos
'frost worst well ridiculous 2 damn 3 revenge killer drunk enough dead frost 2 distinction stupidest ',630,12,0.15873015873015872,neg
'worst plot notworse elevate good lacks innovation ruthless decent bloated struggle depressing ',978,8,0.09611451942740286,neg
'bad killer plot bleed poorly boring trivial bad stinks worse ',360,4,0.16944444444444445,neg
'pretense poor congratulate fiery winning problems laughable sorry notunbelievable top-notch ',1004,11,0.09163346613545817,neg
'lame right stupid right die funny moronic unbelievable sick dead crime bad pretend slap cheat fraud lied stupid amazing didnt terrible boring plot pathetic fails damn frustratingly aggravating stupid incredibly waste worst 6 7 doubt distinguished ',2324,34,0.10628227194492254,neg
'best nice humor excellent supporting well credible great well wonder ',280,10,0.24642857142857144,pos
'distinctive hated avalanche fall poor tragedy great patriot disdain notdespair better affliction tragic excellent wholeheartedly ',1683,13,0.0766488413547237,pos
'good good suicidal murder mystery angry well well sad funny good great ',705,13,0.10070921985815603,pos
'splatter evil dead miss work bad evil dead enjoyed humor disturbed oppressiveness scary shocking scary inventive showdown didnt like good loose entertaining didnt strange hate evil 3/10 ',1311,13,0.14187643020594964,neg
'notfeeble good love stupid notincredibly stupid incredibly sad love ',797,14,0.08531994981179424,neg
'right perfect hard fiction notbad critical fairly cheerful upbeat fiction hero won upbeat nothappy damaged safely hero hero wins crippled crash horrible devastating killed sad downbeat stuck devastation crash love well ',2563,19,0.08544674209910261,pos
'powerful flawless amazingly unusual kills retarded prison dont murder dark appreciate murder pretty flawless good like excellent ',1257,10,0.1026252983293556,pos
'poignant good evil important wrong misleading blockbuster clear ',399,5,0.16040100250626566,pos
'gentle romantic dont likable supporting annoying ',291,4,0.16838487972508592,pos
'good nice friendly smiles strangely brutally excited unfortunately happy brutally honest respect odd happy cheerful flaws plot lies fresh well better joy beautiful notnotflaw genuine perfect enjoyable ',1716,18,0.11713286713286714,pos
'fairly interesting notnotfree impunity impressed attractive impressed long-time quiet beauty suffering worth ',825,10,0.1321212121212121,pos
'abuse trusted strange unfortunately troubling brave love traumatized unfortunately harsh intrude leading inevitable ragged awkward sloppy ',935,8,0.14759358288770053,neg
'dont critics well witty satirical like notoverdone splatter coolest ',463,9,0.1468682505399568,pos
'awfully dont notnotslow boring bores liked work authentic fresh clear great great notworth ',611,11,0.14893617021276595,neg
'hero notprize eagerly dangerous overdone notproblem disbelief incendiary fun thank good disappointing bad cheesy work winners ',1370,13,0.09197080291970802,pos
'spite tedious beautiful haunting wonderful funny phony dripping confusing succeed coherent ',738,6,0.12330623306233063,neg
'liked problem malevolent wreak havoc notfunny dont funny funny nothero reject hard killer dying like revenge bitch selfish spoiled cruel problems dont like bad bad shame worse problem profanity wonder enjoy shocked problem guilty pleasure liking ',2677,26,0.09189391109450878,neg
'utterly good bloody worse wont rant awesome like plot cripples weak grand greatest ',958,11,0.08663883089770355,neg
'charming loud great mad sick puppets wholesome clean wild fine attractive like surreal crap like death love ',724,7,0.14917127071823205,pos
'great fell good like dead didnt didnt ruin fallen great excellent best nottender great waste 2 ',723,10,0.1313969571230982,neg
'lengthy unfortunately pretty dont shock loves adequate important killed cave good ',629,6,0.13036565977742448,neg
'problems super cute wholesome sleazy killing heroine well good ',1345,16,0.04684014869888476,pos
'notgood notlags magic failing well decline precisely recommendation exemplar dilapidated yawn shoddy like misbegotten monstrosity strangely hate recoil boil loose poor notcollude fail cure concede work notunwatchable pains tiresome boring great lazy tawdry fuck ',2319,38,0.11297973264338076,neg
'passion pretentious silent irritating silent funny blind unfortunately humour ',916,24,0.0851528384279476,neg
'sincere colorful great dizzy limited dizzy fame injury ignore splendidly loved supported honest troubles poor colorful dizzy admirable enjoyed recommend idolized satisfying heartily recommend pride fans ',1124,10,0.1806049822064057,pos
'notglorify killed cry ',284,5,0.07746478873239436,pos
'cruel well honesty awful cringe terrible fails handsome charismatic nothandsome charismatic charming notgood lacking like good 2 3 good entertaining 2 notpoor lacked originality worked ',1439,12,0.12856150104239056,neg
'fatal affection good notwont notnotcomplex honesty great good love like thank odd ',1100,11,0.07454545454545454,pos
'crap didnt miss clearly comfortable friendly work genius top enough comfortable worked consistently funny top chaos stupid attractive clumsy idiot shark death wince funny enough bad ',2135,26,0.08524590163934426,pos
